state,fips,year,traffic_deaths,population,traffic_crude_rate,traffic_crude_rate_standard_error,traffic_age_adjusted_rate,traffic_age_adjusted_rate_standard_error,long_commute_prop,long_car_commute_prop,long_car_commute_alone_prop,deaths,crude_rate,crude_rate_standard_error,age_adjusted_rate,age_adjusted_rate_standard_error
Alabama,01,2012,900,4822023,18.7,0.6,18.5,0.6,33.4004386762208,32.71346400557955,28.636723273018394,49301,1022.4,4.6,926.7,4.2
Alabama,01,2013,938,4833722,19.4,0.6,19.4,0.6,33.76521485036629,32.975115784138545,29.134521645363076,50189,1038.3,4.6,925.2,4.2
Alabama,01,2014,930,4849377,19.2,0.6,18.9,0.6,33.32321467670123,32.6565627094344,29.151319895005262,50215,1035.5,4.6,909.1,4.1
Alabama,01,2015,995,4858979,20.5,0.6,20.1,0.6,34.35029153486252,33.69329854833195,29.90883824461002,51909,1068.3,4.7,924.5,4.1
Alabama,01,2016,1186,4863300,24.4,0.7,24.4,0.7,34.48884163639204,33.825436735681066,30.63680017736482,52466,1078.8,4.7,920.4,4.1
Alaska,02,2012,89,731449,12.2,1.3,12.2,1.4,18.868143096462983,15.278850380790571,11.62866681716112,3912,534.8,8.6,731.4,12.7
Alaska,02,2013,101,735132,13.7,1.4,13.3,1.4,17.42001431053869,13.93875673544487,11.401410610242257,3997,543.7,8.6,724.4,12.3
Alaska,02,2014,108,736732,14.7,1.4,13.9,1.4,17.16787915295862,14.526956582178768,12.03662944256522,4128,560.3,8.7,736.8,12.3
Alaska,02,2015,90,738432,12.2,1.3,12.6,1.4,17.1868695602052,14.069398812611677,11.335523661306127,4316,584.5,8.9,747.4,12.2
Alaska,02,2016,141,741894,19,1.6,18.9,1.7,15.329969305180914,12.906357548135059,10.75306948190866,4494,605.7,9,745.6,11.9
Arizona,04,2012,860,6553255,13.1,0.4,13,0.4,35.93977985545705,33.08863330005817,28.21136736052312,49549,756.1,3.4,682.9,3.1
Arizona,04,2013,904,6626624,13.6,0.5,13.3,0.4,35.6478466297813,32.615594461665125,27.529046458973987,50534,762.6,3.4,674.2,3
Arizona,04,2014,885,6731484,13.1,0.4,12.8,0.4,35.36511508315358,32.76164736347909,28.19244184979507,51538,765.6,3.4,661.7,3
Arizona,04,2015,959,6828065,14,0.5,13.9,0.5,35.93231646476008,32.96448307802132,28.209672392361295,54299,795.2,3.4,671.8,2.9
Arizona,04,2016,1034,6931071,14.9,0.5,14.6,0.5,36.17652273710775,33.710040559231494,28.853100235777955,56645,817.3,3.4,675.8,2.9
Arkansas,05,2012,635,2949131,21.5,0.9,21.2,0.9,26.494708450267662,25.89058390586006,21.920850612734498,30117,1021.2,5.9,897.5,5.2
Arkansas,05,2013,560,2959373,18.9,0.8,19,0.8,26.886528551898202,26.182185298138606,22.771016931328212,30437,1028.5,5.9,893.8,5.2
Arkansas,05,2014,556,2966369,18.7,0.8,18.8,0.8,26.47597986922111,25.86942470365365,22.085344769796215,30467,1027.1,5.9,883.7,5.1
Arkansas,05,2015,620,2978204,20.8,0.8,20.5,0.8,26.89062142465582,26.115342763873777,22.582264811287676,31617,1061.6,6,901.8,5.1
Arkansas,05,2016,661,2988248,22.1,0.9,21.7,0.9,26.09764426391825,25.512549874354207,22.37279384613374,31756,1062.7,6,893.2,5.1
California,06,2012,3378,38041430,8.9,0.2,8.7,0.2,40.0838404038852,34.62728933328777,29.1915319881628,242554,637.6,1.3,630.4,1.3
California,06,2013,3614,38332521,9.4,0.2,9.2,0.2,40.58868125240657,34.7563052960012,29.439154626194465,248359,647.9,1.3,630.1,1.3
California,06,2014,3682,38802500,9.5,0.2,9.2,0.2,41.41961710127652,35.502710097573804,30.138432785053084,245929,633.8,1.3,605.7,1.2
California,06,2015,4004,39144818,10.2,0.2,9.9,0.2,42.502244535117335,36.617076758030144,31.471001794487897,259206,662.2,1.3,621.6,1.2
California,06,2016,4431,39250017,11.3,0.2,10.9,0.2,43.42442580042714,37.681073571258395,32.393695080239084,262240,668.1,1.3,616.9,1.2
Colorado,08,2012,562,5187582,10.8,0.5,10.7,0.5,33.97979987167692,30.319639210505112,26.143866118783638,33133,638.7,3.5,665.6,3.7
Colorado,08,2013,550,5268367,10.4,0.4,10.2,0.4,34.04951899595093,30.562927265119832,26.571993912227388,33712,639.9,3.5,655.4,3.6
Colorado,08,2014,583,5355866,10.9,0.5,10.7,0.4,35.89205882927837,32.23004834359656,27.995206727813866,35237,657.9,3.5,664.4,3.6
Colorado,08,2015,638,5456574,11.7,0.5,11.3,0.5,35.72032446736627,32.254787339361314,28.28545208260655,36349,666.2,3.5,665,3.5
Colorado,08,2016,695,5540545,12.5,0.5,12.1,0.5,35.72175732217573,32.25348443100254,28.421692689730243,37530,677.4,3.5,669.5,3.5
Connecticut,09,2012,303,3590347,8.4,0.5,8.1,0.5,33.21034413034884,28.90133602127011,25.87782965200675,29316,816.5,4.8,648.2,3.9
Connecticut,09,2013,316,3596080,8.8,0.5,8.7,0.5,34.01497988894822,29.374356949044177,26.54640773449197,29632,824,4.8,646.3,3.9
Connecticut,09,2014,286,3596677,8,0.5,7.7,0.5,33.702888540739956,29.029543432634963,26.06932070178273,29860,830.2,4.8,646.5,3.8
Connecticut,09,2015,299,3590886,8.3,0.5,8,0.5,35.74760016632686,31.13131885120735,28.246128220954102,30535,850.3,4.9,656.1,3.9
Connecticut,09,2016,323,3576452,9,0.5,8.5,0.5,34.903727084386205,30.36319197543452,27.512154178525307,30543,854,4.9,654,3.9
Delaware,10,2012,114,917092,12.4,1.2,12.5,1.2,34.723888960517314,32.28535441192514,28.905622390383716,7875,858.7,9.7,745.4,8.5
Delaware,10,2013,118,925749,12.7,1.2,12.3,1.2,34.20980338291276,31.29243357796005,28.323064243946472,7967,860.6,9.6,726.8,8.3
Delaware,10,2014,131,935614,14,1.2,13.7,1.2,32.45482924528075,29.694400920383462,26.974167166090226,8260,882.8,9.7,734,8.2
Delaware,10,2015,137,945934,14.5,1.2,14.1,1.3,34.0129191896361,31.606095573452613,28.77553205410357,8582,907.3,9.8,741.5,8.2
Delaware,10,2016,122,952065,12.8,1.2,12.5,1.2,36.885919860054194,34.32008789511691,30.507804028208422,8874,932.1,9.9,746.2,8.1
District of Columbia,11,2012,44,632323,7,1,6.7,1.1,50.690001093198376,17.62203630704727,14.882288257120258,4650,735.4,10.8,757.2,11.3
District of Columbia,11,2013,35,646449,5.4,0.9,5.6,1,51.90153764261929,18.310082284316554,15.609306334022996,4719,730,10.6,752,11.2
District of Columbia,11,2014,38,658893,5.8,0.9,5.4,0.9,50.73270970710014,20.100598067781014,17.332924398098452,4723,716.8,10.4,743.8,11
District of Columbia,11,2015,45,672228,6.7,1,6.8,1.1,51.71038051696121,19.423624788708963,16.74435047130155,4871,724.6,10.4,748.6,11
District of Columbia,11,2016,36,681170,5.3,0.9,5.1,0.9,53.087594692797325,19.46992594942472,16.870078104117283,5037,739.5,10.4,766,11
Florida,12,2012,2632,19317568,13.6,0.3,13,0.3,38.76088593747139,36.067611478935355,31.747837379944322,177291,917.8,2.2,669.9,1.6
Florida,12,2013,2574,19552860,13.2,0.3,12.6,0.3,38.93556656369552,36.2498458207394,31.957570876426804,181112,926.3,2.2,663.4,1.6
Florida,12,2014,2706,19893297,13.6,0.3,13.1,0.3,39.39193881495092,36.749240731316434,32.81166734105539,185956,934.8,2.2,662,1.6
Florida,12,2015,3142,20271272,15.5,0.3,15,0.3,40.828981750477986,38.09508876752085,34.05174443872779,191737,945.9,2.2,662.9,1.6
Florida,12,2016,3369,20612439,16.3,0.3,15.8,0.3,41.63969405041269,39.04724408163227,34.76765375907345,197313,957.3,2.2,666.6,1.5
Georgia,13,2012,1364,9919945,13.8,0.4,13.8,0.4,39.417766918316566,37.142199060837186,32.287697505619875,72847,734.3,2.7,808.6,3
Georgia,13,2013,1332,9992167,13.3,0.4,13.3,0.4,39.41334147150326,36.81716892597221,32.22083374767134,75088,751.5,2.7,806.2,3
Georgia,13,2014,1336,10097343,13.2,0.4,13.1,0.4,40.37404494403415,37.90030005845047,33.250203243906014,76887,761.5,2.7,801.9,2.9
Georgia,13,2015,1512,10214860,14.8,0.4,14.7,0.4,41.15218208418386,38.548530916955315,33.9580526337094,79942,782.6,2.8,808.1,2.9
Georgia,13,2016,1683,10310371,16.3,0.4,16.1,0.4,42.46698540202328,39.93116728807309,35.205347075730245,81428,789.8,2.8,800.4,2.9
Hawaii,15,2012,138,1392313,9.9,0.8,9.5,0.8,39.69594884525784,33.22795722749537,25.94514721187619,10274,737.9,7.3,586.5,5.9
Hawaii,15,2013,120,1404054,8.5,0.8,8.3,0.8,41.91423197843277,35.09171207805522,28.241346427576936,10505,748.2,7.3,590.8,5.9
Hawaii,15,2014,119,1419561,8.4,0.8,8,0.8,43.9274012049922,36.00349343911369,28.740712918090455,10767,758.5,7.3,588.7,5.8
Hawaii,15,2015,111,1431603,7.8,0.7,7.3,0.7,42.862688867139276,35.569643223689496,29.031619906648544,11053,772.1,7.3,588.2,5.8
Hawaii,15,2016,152,1428557,10.6,0.9,10.3,0.9,42.74090266245802,35.625679860978174,28.933992826307296,10913,763.9,7.3,572,5.7
Idaho,16,2012,245,1595728,15.4,1,15.4,1,21.94738316675498,20.435539963578115,16.82487042214061,11998,751.9,6.9,726.6,6.7
Idaho,16,2013,273,1612136,16.9,1,16.7,1,22.594669618709634,21.01189472868994,17.718180120177305,12434,771.3,6.9,730.6,6.6
Idaho,16,2014,225,1634464,13.8,0.9,13.8,0.9,24.072526363861584,22.67918918999591,19.426576682794913,12613,771.7,6.9,723.8,6.5
Idaho,16,2015,257,1654930,15.5,1,15.7,1,23.254320157059713,21.918616621766226,18.260366491994766,13026,787.1,6.9,727.8,6.5
Idaho,16,2016,288,1683140,17.1,1,17.2,1,24.219244692838277,23.013190163717105,19.610796388041557,13366,794.1,6.9,725,6.4
Illinois,17,2012,1177,12875255,9.1,0.3,9,0.3,42.53301010880149,34.36469946135892,30.151707679092794,102433,795.6,2.5,728.7,2.3
Illinois,17,2013,1169,12882135,9.1,0.3,8.9,0.3,42.88830656823331,34.39539766685336,30.455279026058506,103401,802.7,2.5,724,2.3
Illinois,17,2014,1121,12880580,8.7,0.3,8.5,0.3,43.91854055079249,34.95400717943464,31.20866737455025,105293,817.5,2.5,726,2.3
Illinois,17,2015,1166,12859995,9.1,0.3,8.7,0.3,43.95677669584309,35.0406958403431,31.453056556079112,106872,831,2.5,728.3,2.3
Illinois,17,2016,1227,12801539,9.6,0.3,9.3,0.3,44.543845761948994,35.33607874300299,31.635283896626216,107020,836,2.6,724.3,2.3
Indiana,18,2012,826,6537334,12.6,0.4,12.5,0.4,30.428157097032067,29.102301173259065,25.705427833205118,59332,907.6,3.7,827.5,3.4
Indiana,18,2013,856,6570902,13,0.4,12.9,0.4,30.35769236252344,29.1130657800535,25.93329608204278,60716,924,3.7,832.2,3.4
Indiana,18,2014,794,6596855,12,0.4,11.8,0.4,30.786506421230392,29.522639782646614,26.231582123851695,60940,923.8,3.7,822.3,3.4
Indiana,18,2015,889,6619680,13.4,0.5,13.1,0.4,30.225133714817993,28.995586954064112,25.985251937604037,62713,947.4,3.8,833.9,3.4
Indiana,18,2016,874,6633053,13.2,0.4,12.9,0.4,30.877849762383892,29.653821512747296,26.742710513153778,63473,956.9,3.8,835,3.4
Iowa,19,2012,384,3074186,12.5,0.6,12.3,0.6,20.237252804520146,19.238322499245726,16.557708659041666,28389,923.5,5.5,718.3,4.4
Iowa,19,2013,363,3090416,11.7,0.6,11.3,0.6,20.459144215488163,19.4625202362338,16.607702613499903,28948,936.7,5.5,723.7,4.4
Iowa,19,2014,365,3107126,11.7,0.6,11.3,0.6,20.250293952526246,19.239888737375804,16.62406339313442,29190,939.5,5.5,722.9,4.3
Iowa,19,2015,364,3123899,11.7,0.6,11,0.6,20.125580902699625,19.143573991446992,16.549338664618887,29600,947.5,5.5,724.6,4.3
Iowa,19,2016,462,3134693,14.7,0.7,14.5,0.7,20.26435134429307,19.286273906755202,17.138493803167552,29538,942.3,5.5,721.1,4.3
Kansas,20,2012,431,2885905,14.9,0.7,14.8,0.7,20.670131917209286,19.976506351916832,17.113884145540524,25145,871.3,5.5,761,4.9
Kansas,20,2013,397,2893957,13.7,0.7,13.5,0.7,21.098344564778078,20.298783674650778,17.287101822350962,25414,878.2,5.5,757.7,4.8
Kansas,20,2014,410,2904021,14.1,0.7,13.7,0.7,21.0131806533672,20.23982560866254,17.377226322286297,25793,888.2,5.5,759.3,4.8
Kansas,20,2015,416,2911641,14.3,0.7,14,0.7,20.884259672836027,20.015961739076506,17.51745492211454,26664,915.8,5.6,774.1,4.8
Kansas,20,2016,446,2907289,15.3,0.7,14.8,0.7,21.197005461019806,20.4340093017775,17.99220064736836,26245,902.7,5.6,756.8,4.8
Kentucky,21,2012,835,4380415,19.1,0.7,19,0.7,28.749255196298396,27.690320402534958,23.98994556924243,43664,996.8,4.8,916.3,4.4
Kentucky,21,2013,734,4395295,16.7,0.6,16.1,0.6,28.407479045776917,27.225907140070234,23.589266788974577,43759,995.6,4.8,899.9,4.4
Kentucky,21,2014,744,4413457,16.9,0.6,16.8,0.6,29.870450468182757,28.503041222404818,24.697211026142472,44838,1015.9,4.8,906.3,4.3
Kentucky,21,2015,860,4425092,19.4,0.7,19.2,0.7,30.43482989823315,29.135838321611086,25.780898635041883,46564,1052.3,4.9,924.7,4.4
Kentucky,21,2016,901,4436974,20.3,0.7,19.8,0.7,30.498405484679207,28.968944877332724,25.713401864829805,47827,1077.9,4.9,938.4,4.4
Louisiana,22,2012,1090,4601893,23.7,0.7,23.4,0.7,32.81229804497109,31.077569493376917,27.168293425282375,42320,919.6,4.5,898.6,4.4
Louisiana,22,2013,797,4625470,17.2,0.6,17.2,0.6,33.06545369693515,31.271295114668384,27.428572313563205,43270,935.5,4.5,897.7,4.4
Louisiana,22,2014,848,4649676,18.2,0.6,18.1,0.6,33.43934197115077,31.52911903772481,27.81783467407642,43869,943.5,4.5,894.2,4.3
Louisiana,22,2015,851,4670724,18.2,0.6,18,0.6,33.12749013142939,31.213700084343266,27.644105141465264,43716,936,4.5,874.2,4.2
Louisiana,22,2016,892,4681666,19.1,0.6,19,0.6,32.70560624926789,31.111966565715,27.519710860930775,44306,946.4,4.5,870.5,4.2
Maine,23,2012,177,1329192,13.3,1,12.8,1,30.82887012652899,29.648111086238178,24.933260719213894,12870,968.3,8.5,730.4,6.6
Maine,23,2013,175,1328302,13.2,1,12.5,1,29.984980454362326,28.832807677330933,24.393697522196394,13547,1019.9,8.8,754.2,6.6
Maine,23,2014,148,1330089,11.1,0.9,10.7,0.9,30.552161257314296,29.534368511509157,25.34216182027108,13510,1015.7,8.7,739,6.5
Maine,23,2015,154,1329328,11.6,0.9,11.5,1,31.349671464513,30.315130638914408,26.729833956614307,14479,1089.2,9.1,783.5,6.7
Maine,23,2016,184,1331479,13.8,1,13.5,1,32.08627927620798,30.744856231400004,27.346749210709643,14182,1065.1,8.9,759,6.6
Maryland,24,2012,571,5884563,9.7,0.4,9.4,0.4,50.56038354151781,41.83496466172533,36.298778440639445,44477,755.8,3.6,709.1,3.4
Maryland,24,2013,560,5928814,9.4,0.4,9.2,0.4,51.30342360452019,42.306263790709394,37.436801072848965,45689,770.6,3.6,710.4,3.4
Maryland,24,2014,494,5976407,8.3,0.4,8,0.4,51.351137975698514,42.30527530817422,37.13943836956234,45867,767.5,3.6,699.5,3.3
Maryland,24,2015,570,6006401,9.5,0.4,9.1,0.4,51.796706241857784,42.907100183807515,38.14364867323318,47247,786.6,3.6,705.7,3.3
Maryland,24,2016,607,6016447,10.1,0.4,9.9,0.4,51.65641181047771,43.02812854132126,38.09566165628425,48824,811.5,3.7,717.6,3.3
Massachusetts,25,2012,412,6646144,6.2,0.3,5.8,0.3,43.584048296219876,34.53781638522459,30.92784228233816,53177,800.1,3.5,657.9,2.9
Massachusetts,25,2013,389,6692824,5.8,0.3,5.4,0.3,43.43605901808909,33.853106591057944,30.52508130370307,54567,815.3,3.5,663.5,2.9
Massachusetts,25,2014,418,6745408,6.2,0.3,5.9,0.3,43.97874905378287,34.435745244785245,31.09346042159754,55200,818.3,3.5,663,2.9
Massachusetts,25,2015,414,6794422,6.1,0.3,5.7,0.3,45.90833188295906,35.353937979155994,31.878090666445967,57806,850.8,3.5,684.8,2.9
Massachusetts,25,2016,478,6811779,7,0.3,6.5,0.3,45.6652454488145,35.28669581286122,31.827470007651478,56961,836.2,3.5,669,2.9
Michigan,26,2012,1085,9883360,11,0.3,10.7,0.3,32.19050171651398,30.77651728614668,27.214431846133763,89901,909.6,3,774.2,2.6
Michigan,26,2013,1100,9895622,11.1,0.3,10.7,0.3,32.128996126700514,30.607970078208,27.29818567266009,92408,933.8,3.1,782.3,2.6
Michigan,26,2014,1053,9909877,10.6,0.3,10.3,0.3,32.85437139342946,31.19765424291624,27.886817125399165,93914,947.7,3.1,783.7,2.6
Michigan,26,2015,918,9922576,9.3,0.3,8.9,0.3,32.95274396968676,31.517309315014234,28.34655517270832,95140,958.8,3.1,784.4,2.6
Michigan,26,2016,1025,9928300,10.3,0.3,10,0.3,33.20499467883913,31.761729802837596,28.608828929490038,96231,969.3,3.1,785.4,2.6
Minnesota,27,2012,526,5379139,9.8,0.4,9.6,0.4,29.98723369440212,27.088765187967255,23.728154875200484,40016,743.9,3.7,649.5,3.3
Minnesota,27,2013,483,5420380,8.9,0.4,8.6,0.4,30.74764261528414,27.48867693452996,24.499023765834192,40987,756.2,3.7,651,3.3
Minnesota,27,2014,457,5457173,8.4,0.4,8.1,0.4,31.58102913504412,28.212040105441183,24.98368181087097,41445,759.5,3.7,647,3.2
Minnesota,27,2015,505,5489594,9.2,0.4,8.8,0.4,31.769964137343322,28.409800388216215,25.360549894069052,42800,779.7,3.8,653.8,3.2
Minnesota,27,2016,507,5519952,9.2,0.4,8.9,0.4,31.432537993077027,28.245784203024638,25.191603576254558,43078,780.4,3.8,648.1,3.2
Mississippi,28,2012,722,2984926,24.2,0.9,24.3,0.9,31.74059029939245,30.79188242699505,26.294214203492274,29544,989.8,5.8,942.9,5.5
Mississippi,28,2013,709,2991207,23.7,0.9,23.4,0.9,30.94752981966613,30.1492019311126,25.913238066953525,30703,1026.4,5.9,959.6,5.5
Mississippi,28,2014,690,2994079,23,0.9,22.7,0.9,31.315181663601642,30.537301861006828,27.032820708546666,30557,1020.6,5.8,937.6,5.4
Mississippi,28,2015,796,2992333,26.6,0.9,26.5,1,32.09330659347429,31.325847541735396,27.50600620127448,31783,1062.1,6,963.7,5.5
Mississippi,28,2016,813,2988726,27.2,1,27.2,1,31.732965187489214,31.00253801765248,26.905175788237575,31741,1062,6,948.9,5.4
Missouri,29,2012,918,6021988,15.2,0.5,15.2,0.5,30.868205334586058,29.338425331556262,25.44123340305948,56094,931.5,3.9,803,3.4
